date,product_sku,quantity,revenue,channel,region,invoice_no,customer_id,season
24/04/2025,FORK-SEAL-100,8,960,online,rangpur,INV-2025-0555,CUST-0021,summer
07/04/2025,SHCK-REAR-100,4,3120,retail,khulna,INV-2025-0556,CUST-0030,summer
08/04/2025,SHCK-REAR-100,5,3900,online,sylhet,INV-2025-0557,CUST-0049,summer
17/04/2025,SHCK-REAR-100,1,780,wholesale,dhaka,INV-2025-0558,CUST-0018,summer
19/04/2025,SHCK-REAR-100,1,780,online,chittagong,INV-2025-0559,CUST-0048,summer
27/04/2025,SHCK-REAR-100,1,780,retail,dhaka,INV-2025-0560,CUST-0012,summer
04/04/2025,HEAD-LED-H4,3,1560,wholesale,dhaka,INV-2025-0561,CUST-0002,summer
13/04/2025,HEAD-LED-H4,6,3120,retail,dhaka,INV-2025-0562,CUST-0010,summer
20/04/2025,HEAD-LED-H4,5,2600,retail,dhaka,INV-2025-0563,CUST-0044,summer
24/04/2025,HEAD-LED-H4,7,3640,wholesale,rajshahi,INV-2025-0564,CUST-0042,summer
05/04/2025,HEAD-HALO-H4,11,2640,wholesale,dhaka,INV-2025-0565,CUST-0003,summer
12/04/2025,HEAD-HALO-H4,10,2400,wholesale,rajshahi,INV-2025-0566,CUST-0005,summer
17/04/2025,HEAD-HALO-H4,7,1680,retail,dhaka,INV-2025-0567,CUST-0015,summer
22/04/2025,HEAD-HALO-H4,2,480,retail,sylhet,INV-2025-0568,CUST-0011,summer
04/04/2025,TAIL-UNIV-A,5,975,online,khulna,INV-2025-0569,CUST-0014,summer
13/04/2025,TAIL-UNIV-A,20,3900,retail,dhaka,INV-2025-0570,CUST-0026,summer
16/04/2025,TAIL-UNIV-A,17,3315,wholesale,dhaka,INV-2025-0571,CUST-0038,summer
25/04/2025,TAIL-UNIV-A,1,195,retail,khulna,INV-2025-0572,CUST-0012,summer
11/04/2025,MIRR-ROUND-10,38,2964,online,dhaka,INV-2025-0573,CUST-0027,summer
22/04/2025,MIRR-ROUND-10,48,3744,online,dhaka,INV-2025-0574,CUST-0033,summer
07/04/2025,HDLB-RAISED-22,4,1160,retail,dhaka,INV-2025-0575,CUST-0005,summer
13/04/2025,HDLB-RAISED-22,8,2320,wholesale,chittagong,INV-2025-0576,CUST-0020,summer
16/04/2025,HDLB-RAISED-22,1,290,wholesale,dhaka,INV-2025-0577,CUST-0042,summer
24/04/2025,HDLB-RAISED-22,3,870,retail,sylhet,INV-2025-0578,CUST-0031,summer
05/04/2025,SEAT-COMM-100,3,1050,retail,chittagong,INV-2025-0579,CUST-0031,summer
14/04/2025,SEAT-COMM-100,4,1400,retail,rajshahi,INV-2025-0580,CUST-0014,summer
16/04/2025,SEAT-COMM-100,1,350,wholesale,khulna,INV-2025-0581,CUST-0024,summer
23/04/2025,SEAT-COMM-100,4,1400,wholesale,sylhet,INV-2025-0582,CUST-0027,summer
05/04/2025,TANK-FUEL-10L,2,3100,retail,chittagong,INV-2025-0583,CUST-0041,summer
14/04/2025,TANK-FUEL-10L,2,3100,wholesale,dhaka,INV-2025-0584,CUST-0040,summer
20/04/2025,TANK-FUEL-10L,1,1550,wholesale,dhaka,INV-2025-0585,CUST-0022,summer
07/04/2025,EXHS-BAJ-100,1,720,retail,dhaka,INV-2025-0586,CUST-0027,summer
09/04/2025,EXHS-BAJ-100,3,2160,retail,mymensingh,INV-2025-0587,CUST-0031,summer
14/04/2025,EXHS-BAJ-100,4,2880,retail,chittagong,INV-2025-0588,CUST-0035,summer
18/04/2025,EXHS-BAJ-100,1,720,online,chittagong,INV-2025-0589,CUST-0041,summer
23/04/2025,EXHS-BAJ-100,1,720,retail,dhaka,INV-2025-0590,CUST-0017,summer
05/04/2025,CARB-KEI-VM17,3,3600,retail,khulna,INV-2025-0591,CUST-0043,summer
11/04/2025,CARB-KEI-VM17,1,1200,retail,dhaka,INV-2025-0592,CUST-0026,summer
20/04/2025,CARB-KEI-VM17,1,1200,wholesale,dhaka,INV-2025-0593,CUST-0016,summer
23/04/2025,CARB-KEI-VM17,1,1200,retail,dhaka,INV-2025-0594,CUST-0043,summer
04/05/2025,PIST-BAJ-100,9,5220,online,chittagong,INV-2025-0595,CUST-0003,summer
10/05/2025,PIST-BAJ-100,7,4060,wholesale,rajshahi,INV-2025-0596,CUST-0041,summer
16/05/2025,PIST-BAJ-100,7,4060,retail,dhaka,INV-2025-0597,CUST-0012,summer
20/05/2025,PIST-BAJ-100,11,6380,wholesale,dhaka,INV-2025-0598,CUST-0016,summer
24/05/2025,PIST-BAJ-100,10,5800,retail,dhaka,INV-2025-0599,CUST-0037,summer
07/05/2025,PIST-BAJ-150,2,1640,wholesale,chittagong,INV-2025-0600,CUST-0042,summer
14/05/2025,PIST-BAJ-150,10,8200,online,rajshahi,INV-2025-0601,CUST-0022,summer
18/05/2025,PIST-BAJ-150,10,8200,retail,mymensingh,INV-2025-0602,CUST-0022,summer
26/05/2025,PIST-BAJ-150,4,3280,retail,khulna,INV-2025-0603,CUST-0036,summer
12/05/2025,PIST-HERO-100,41,20910,retail,dhaka,INV-2025-0604,CUST-0042,summer
20/05/2025,PIST-HERO-100,21,10710,wholesale,dhaka,INV-2025-0605,CUST-0007,summer
06/05/2025,PIST-HONDA-125,13,8320,wholesale,dhaka,INV-2025-0606,CUST-0033,summer
11/05/2025,PIST-HONDA-125,2,1280,wholesale,dhaka,INV-2025-0607,CUST-0015,summer
17/05/2025,PIST-HONDA-125,11,7040,retail,rajshahi,INV-2025-0608,CUST-0048,summer
18/05/2025,PIST-HONDA-125,2,1280,wholesale,dhaka,INV-2025-0609,CUST-0010,summer
27/05/2025,PIST-HONDA-125,6,3840,wholesale,chittagong,INV-2025-0610,CUST-0004,summer
05/05/2025,GASK-BAJ-100,18,4320,online,dhaka,INV-2025-0611,CUST-0046,summer
10/05/2025,GASK-BAJ-100,23,5520,online,dhaka,INV-2025-0612,CUST-0040,summer
17/05/2025,GASK-BAJ-100,33,7920,retail,chittagong,INV-2025-0613,CUST-0004,summer
26/05/2025,GASK-BAJ-100,6,1440,online,rangpur,INV-2025-0614,CUST-0019,summer
07/05/2025,GASK-UNIV-125,19,5510,retail,rangpur,INV-2025-0615,CUST-0027,summer
10/05/2025,GASK-UNIV-125,10,2900,retail,dhaka,INV-2025-0616,CUST-0011,summer
14/05/2025,GASK-UNIV-125,1,290,wholesale,rajshahi,INV-2025-0617,CUST-0016,summer
22/05/2025,GASK-UNIV-125,20,5800,retail,dhaka,INV-2025-0618,CUST-0027,summer
27/05/2025,GASK-UNIV-125,1,290,retail,dhaka,INV-2025-0619,CUST-0023,summer
05/05/2025,CHAIN-428H,1,350,wholesale,sylhet,INV-2025-0620,CUST-0001,summer
11/05/2025,CHAIN-428H,4,1400,wholesale,sylhet,INV-2025-0621,CUST-0034,summer
19/05/2025,CHAIN-428H,7,2450,wholesale,dhaka,INV-2025-0622,CUST-0031,summer
23/05/2025,CHAIN-428H,6,2100,retail,dhaka,INV-2025-0623,CUST-0008,summer
06/05/2025,CHAIN-420,2,460,online,chittagong,INV-2025-0624,CUST-0045,summer
10/05/2025,CHAIN-420,8,1840,retail,khulna,INV-2025-0625,CUST-0019,summer
13/05/2025,CHAIN-420,7,1610,retail,dhaka,INV-2025-0626,CUST-0047,summer
21/05/2025,CHAIN-420,7,1610,wholesale,sylhet,INV-2025-0627,CUST-0024,summer
26/05/2025,CHAIN-420,8,1840,wholesale,dhaka,INV-2025-0628,CUST-0032,summer
05/05/2025,FILT-OIL-100,20,1900,retail,sylhet,INV-2025-0629,CUST-0023,summer
10/05/2025,FILT-OIL-100,30,2850,retail,dhaka,INV-2025-0630,CUST-0032,summer
17/05/2025,FILT-OIL-100,41,3895,retail,dhaka,INV-2025-0631,CUST-0038,summer
20/05/2025,FILT-OIL-100,13,1235,retail,chittagong,INV-2025-0632,CUST-0050,summer
26/05/2025,FILT-OIL-100,34,3230,retail,khulna,INV-2025-0633,CUST-0039,summer
07/05/2025,FILT-OIL-125,28,3080,wholesale,chittagong,INV-2025-0634,CUST-0039,summer
08/05/2025,FILT-OIL-125,39,4290,retail,chittagong,INV-2025-0635,CUST-0048,summer
13/05/2025,FILT-OIL-125,30,3300,wholesale,dhaka,INV-2025-0636,CUST-0029,summer
19/05/2025,FILT-OIL-125,2,220,wholesale,khulna,INV-2025-0637,CUST-0034,summer
25/05/2025,FILT-OIL-125,5,550,retail,dhaka,INV-2025-0638,CUST-0041,summer
05/05/2025,FILT-AIR-100,35,2870,wholesale,dhaka,INV-2025-0639,CUST-0023,summer
11/05/2025,FILT-AIR-100,1,82,retail,mymensingh,INV-2025-0640,CUST-0029,summer
13/05/2025,FILT-AIR-100,28,2296,retail,rajshahi,INV-2025-0641,CUST-0045,summer
21/05/2025,FILT-AIR-100,1,82,retail,mymensingh,INV-2025-0642,CUST-0011,summer
25/05/2025,FILT-AIR-100,47,3854,wholesale,dhaka,INV-2025-0643,CUST-0036,summer
07/05/2025,FILT-AIR-125,29,2610,wholesale,dhaka,INV-2025-0644,CUST-0041,summer
12/05/2025,FILT-AIR-125,30,2700,wholesale,chittagong,INV-2025-0645,CUST-0041,summer
14/05/2025,FILT-AIR-125,6,540,retail,dhaka,INV-2025-0646,CUST-0017,summer
20/05/2025,FILT-AIR-125,19,1710,retail,khulna,INV-2025-0647,CUST-0022,summer
25/05/2025,FILT-AIR-125,3,270,online,khulna,INV-2025-0648,CUST-0049,summer
09/05/2025,BRKE-PAD-DISC,12,2100,wholesale,rajshahi,INV-2025-0649,CUST-0026,summer
17/05/2025,BRKE-PAD-DISC,4,700,retail,sylhet,INV-2025-0650,CUST-0006,summer
23/05/2025,BRKE-PAD-DISC,22,3850,wholesale,dhaka,INV-2025-0651,CUST-0043,summer
07/05/2025,BRKE-PAD-DRUM,8,1080,retail,chittagong,INV-2025-0652,CUST-0015,summer
10/05/2025,BRKE-PAD-DRUM,20,2700,retail,chittagong,INV-2025-0653,CUST-0036,summer
18/05/2025,BRKE-PAD-DRUM,20,2700,online,dhaka,INV-2025-0654,CUST-0002,summer
26/05/2025,BRKE-PAD-DRUM,8,1080,wholesale,chittagong,INV-2025-0655,CUST-0015,summer
07/05/2025,TIRE-100-18,4,4400,retail,khulna,INV-2025-0656,CUST-0029,summer
14/05/2025,TIRE-100-18,7,7700,wholesale,chittagong,INV-2025-0657,CUST-0037,summer
21/05/2025,TIRE-100-18,1,1100,retail,dhaka,INV-2025-0658,CUST-0034,summer
05/05/2025,TIRE-100-17,3,2940,wholesale,dhaka,INV-2025-0659,CUST-0021,summer
09/05/2025,TIRE-100-17,3,2940,online,khulna,INV-2025-0660,CUST-0016,summer
15/05/2025,TIRE-100-17,5,4900,wholesale,rajshahi,INV-2025-0661,CUST-0007,summer
22/05/2025,TIRE-100-17,4,3920,wholesale,mymensingh,INV-2025-0662,CUST-0033,summer
25/05/2025,TIRE-100-17,1,980,wholesale,rajshahi,INV-2025-0663,CUST-0007,summer
09/05/2025,TIRE-125-18,3,4050,wholesale,dhaka,INV-2025-0664,CUST-0030,summer
14/05/2025,TIRE-125-18,3,4050,retail,sylhet,INV-2025-0665,CUST-0028,summer
24/05/2025,TIRE-125-18,3,4050,online,dhaka,INV-2025-0666,CUST-0002,summer
09/05/2025,BATT-12V7A,12,18000,retail,sylhet,INV-2025-0667,CUST-0047,summer
18/05/2025,BATT-12V7A,7,10500,retail,dhaka,INV-2025-0668,CUST-0047,summer
07/05/2025,BATT-12V9A,2,3500,wholesale,rajshahi,INV-2025-0669,CUST-0027,summer
10/05/2025,BATT-12V9A,4,7000,wholesale,dhaka,INV-2025-0670,CUST-0044,summer
15/05/2025,BATT-12V9A,1,1750,online,chittagong,INV-2025-0671,CUST-0040,summer
19/05/2025,BATT-12V9A,2,3500,wholesale,dhaka,INV-2025-0672,CUST-0038,summer
27/05/2025,BATT-12V9A,3,5250,online,dhaka,INV-2025-0673,CUST-0040,summer
04/05/2025,SPRK-NGK-C4HSA,32,4160,retail,dhaka,INV-2025-0674,CUST-0026,summer
09/05/2025,SPRK-NGK-C4HSA,32,4160,online,chittagong,INV-2025-0675,CUST-0025,summer
13/05/2025,SPRK-NGK-C4HSA,11,1430,retail,khulna,INV-2025-0676,CUST-0031,summer
21/05/2025,SPRK-NGK-C4HSA,27,3510,retail,dhaka,INV-2025-0677,CUST-0007,summer
23/05/2025,SPRK-NGK-C4HSA,34,4420,retail,dhaka,INV-2025-0678,CUST-0028,summer
05/05/2025,SPRK-NGK-BPR6ES,8,1160,wholesale,dhaka,INV-2025-0679,CUST-0036,summer
11/05/2025,SPRK-NGK-BPR6ES,19,2755,retail,dhaka,INV-2025-0680,CUST-0011,summer
13/05/2025,SPRK-NGK-BPR6ES,15,2175,online,dhaka,INV-2025-0681,CUST-0001,summer
22/05/2025,SPRK-NGK-BPR6ES,26,3770,retail,dhaka,INV-2025-0682,CUST-0002,summer
25/05/2025,SPRK-NGK-BPR6ES,48,6960,wholesale,khulna,INV-2025-0683,CUST-0024,summer
07/05/2025,CABL-CLUTCH-100,7,875,wholesale,chittagong,INV-2025-0684,CUST-0029,summer
13/05/2025,CABL-CLUTCH-100,26,3250,online,rajshahi,INV-2025-0685,CUST-0012,summer
22/05/2025,CABL-CLUTCH-100,8,1000,wholesale,chittagong,INV-2025-0686,CUST-0029,summer
08/05/2025,CABL-THROT-100,18,1944,retail,rangpur,INV-2025-0687,CUST-0044,summer
20/05/2025,CABL-THROT-100,18,1944,wholesale,dhaka,INV-2025-0688,CUST-0007,summer
09/05/2025,CABL-SPED-100,10,950,wholesale,rangpur,INV-2025-0689,CUST-0005,summer
16/05/2025,CABL-SPED-100,9,855,retail,dhaka,INV-2025-0690,CUST-0016,summer
24/05/2025,CABL-SPED-100,10,950,retail,rangpur,INV-2025-0691,CUST-0026,summer
12/05/2025,BEAR-6201,81,6075,retail,khulna,INV-2025-0692,CUST-0042,summer
18/05/2025,BEAR-6201,81,6075,wholesale,dhaka,INV-2025-0693,CUST-0037,summer
05/05/2025,BEAR-6202,49,4018,retail,dhaka,INV-2025-0694,CUST-0007,summer
11/05/2025,BEAR-6202,41,3362,retail,dhaka,INV-2025-0695,CUST-0025,summer
16/05/2025,BEAR-6202,18,1476,online,dhaka,INV-2025-0696,CUST-0050,summer
21/05/2025,BEAR-6202,9,738,wholesale,dhaka,INV-2025-0697,CUST-0004,summer
26/05/2025,BEAR-6202,49,4018,retail,chittagong,INV-2025-0698,CUST-0006,summer
05/05/2025,BEAR-6301,33,2970,online,dhaka,INV-2025-0699,CUST-0004,summer
15/05/2025,BEAR-6301,38,3420,wholesale,khulna,INV-2025-0700,CUST-0028,summer
24/05/2025,BEAR-6301,27,2430,wholesale,rajshahi,INV-2025-0701,CUST-0012,summer
09/05/2025,CLUT-PLATE-100,21,5250,retail,rajshahi,INV-2025-0702,CUST-0014,summer
19/05/2025,CLUT-PLATE-100,2,500,wholesale,chittagong,INV-2025-0703,CUST-0040,summer
04/05/2025,CLUT-PLATE-125,1,290,retail,dhaka,INV-2025-0704,CUST-0016,summer
11/05/2025,CLUT-PLATE-125,5,1450,retail,sylhet,INV-2025-0705,CUST-0028,summer
14/05/2025,CLUT-PLATE-125,5,1450,wholesale,sylhet,INV-2025-0706,CUST-0041,summer
20/05/2025,CLUT-PLATE-125,1,290,online,dhaka,INV-2025-0707,CUST-0042,summer
26/05/2025,CLUT-PLATE-125,2,580,retail,rajshahi,INV-2025-0708,CUST-0045,summer
06/05/2025,ENGN-OIL-10W30,10,3200,retail,dhaka,INV-2025-0709,CUST-0011,summer
08/05/2025,ENGN-OIL-10W30,25,8000,retail,barishal,INV-2025-0710,CUST-0012,summer
16/05/2025,ENGN-OIL-10W30,6,1920,retail,chittagong,INV-2025-0711,CUST-0048,summer
19/05/2025,ENGN-OIL-10W30,23,7360,wholesale,dhaka,INV-2025-0712,CUST-0045,summer
24/05/2025,ENGN-OIL-10W30,7,2240,wholesale,dhaka,INV-2025-0713,CUST-0019,summer
04/05/2025,ENGN-OIL-20W40,4,1400,online,dhaka,INV-2025-0714,CUST-0031,summer
14/05/2025,ENGN-OIL-20W40,4,1400,retail,chittagong,INV-2025-0715,CUST-0003,summer
19/05/2025,ENGN-OIL-20W40,29,10150,retail,khulna,INV-2025-0716,CUST-0049,summer
23/05/2025,ENGN-OIL-20W40,32,11200,retail,sylhet,INV-2025-0717,CUST-0028,summer
04/05/2025,FORK-SEAL-100,6,720,retail,dhaka,INV-2025-0718,CUST-0017,summer
09/05/2025,FORK-SEAL-100,4,480,retail,barishal,INV-2025-0719,CUST-0013,summer
15/05/2025,FORK-SEAL-100,7,840,retail,barishal,INV-2025-0720,CUST-0025,summer
18/05/2025,FORK-SEAL-100,6,720,retail,dhaka,INV-2025-0721,CUST-0005,summer
27/05/2025,FORK-SEAL-100,4,480,wholesale,dhaka,INV-2025-0722,CUST-0022,summer
04/05/2025,SHCK-REAR-100,1,780,retail,dhaka,INV-2025-0723,CUST-0034,summer
09/05/2025,SHCK-REAR-100,2,1560,wholesale,chittagong,INV-2025-0724,CUST-0011,summer
17/05/2025,SHCK-REAR-100,3,2340,retail,rajshahi,INV-2025-0725,CUST-0003,summer
20/05/2025,SHCK-REAR-100,2,1560,retail,dhaka,INV-2025-0726,CUST-0015,summer
23/05/2025,SHCK-REAR-100,1,780,retail,dhaka,INV-2025-0727,CUST-0004,summer
08/05/2025,HEAD-LED-H4,8,4160,retail,chittagong,INV-2025-0728,CUST-0031,summer
22/05/2025,HEAD-LED-H4,8,4160,wholesale,rangpur,INV-2025-0729,CUST-0019,summer
06/05/2025,HEAD-HALO-H4,3,720,retail,khulna,INV-2025-0730,CUST-0019,summer
11/05/2025,HEAD-HALO-H4,6,1440,retail,sylhet,INV-2025-0731,CUST-0025,summer
14/05/2025,HEAD-HALO-H4,5,1200,online,mymensingh,INV-2025-0732,CUST-0024,summer
21/05/2025,HEAD-HALO-H4,5,1200,retail,rajshahi,INV-2025-0733,CUST-0020,summer
27/05/2025,HEAD-HALO-H4,3,720,retail,dhaka,INV-2025-0734,CUST-0046,summer
08/05/2025,TAIL-UNIV-A,19,3705,retail,chittagong,INV-2025-0735,CUST-0025,summer
16/05/2025,TAIL-UNIV-A,3,585,retail,chittagong,INV-2025-0736,CUST-0043,summer
24/05/2025,TAIL-UNIV-A,13,2535,wholesale,dhaka,INV-2025-0737,CUST-0014,summer
09/05/2025,MIRR-ROUND-10,15,1170,wholesale,chittagong,INV-2025-0738,CUST-0027,summer
15/05/2025,MIRR-ROUND-10,24,1872,retail,dhaka,INV-2025-0739,CUST-0026,summer
24/05/2025,MIRR-ROUND-10,19,1482,retail,dhaka,INV-2025-0740,CUST-0042,summer
07/05/2025,HDLB-RAISED-22,1,290,retail,sylhet,INV-2025-0741,CUST-0043,summer
11/05/2025,HDLB-RAISED-22,2,580,online,dhaka,INV-2025-0742,CUST-0044,summer
14/05/2025,HDLB-RAISED-22,5,1450,retail,chittagong,INV-2025-0743,CUST-0026,summer
21/05/2025,HDLB-RAISED-22,1,290,wholesale,chittagong,INV-2025-0744,CUST-0010,summer
23/05/2025,HDLB-RAISED-22,3,870,retail,chittagong,INV-2025-0745,CUST-0048,summer
03/05/2025,SEAT-COMM-100,1,350,online,barishal,INV-2025-0746,CUST-0022,summer
08/05/2025,SEAT-COMM-100,2,700,retail,khulna,INV-2025-0747,CUST-0023,summer
13/05/2025,SEAT-COMM-100,2,700,retail,dhaka,INV-2025-0748,CUST-0014,summer
18/05/2025,SEAT-COMM-100,2,700,retail,dhaka,INV-2025-0749,CUST-0040,summer
23/05/2025,SEAT-COMM-100,2,700,wholesale,barishal,INV-2025-0750,CUST-0029,summer
06/05/2025,TANK-FUEL-10L,1,1550,online,dhaka,INV-2025-0751,CUST-0027,summer
14/05/2025,TANK-FUEL-10L,1,1550,wholesale,dhaka,INV-2025-0752,CUST-0031,summer
24/05/2025,TANK-FUEL-10L,2,3100,retail,sylhet,INV-2025-0753,CUST-0016,summer
08/05/2025,EXHS-BAJ-100,7,5040,retail,dhaka,INV-2025-0754,CUST-0045,summer
16/05/2025,EXHS-BAJ-100,1,720,retail,mymensingh,INV-2025-0755,CUST-0029,summer
24/05/2025,EXHS-BAJ-100,1,720,retail,chittagong,INV-2025-0756,CUST-0002,summer
08/05/2025,CARB-KEI-VM17,2,2400,online,dhaka,INV-2025-0757,CUST-0043,summer
12/05/2025,CARB-KEI-VM17,1,1200,wholesale,dhaka,INV-2025-0758,CUST-0019,summer
19/05/2025,CARB-KEI-VM17,2,2400,online,rajshahi,INV-2025-0759,CUST-0006,summer
23/05/2025,CARB-KEI-VM17,1,1200,online,dhaka,INV-2025-0760,CUST-0032,summer
06/06/2025,PIST-BAJ-100,10,5800,retail,rajshahi,INV-2025-0761,CUST-0028,monsoon
10/06/2025,PIST-BAJ-100,4,2320,retail,dhaka,INV-2025-0762,CUST-0049,monsoon
14/06/2025,PIST-BAJ-100,3,1740,wholesale,sylhet,INV-2025-0763,CUST-0022,monsoon
18/06/2025,PIST-BAJ-100,6,3480,retail,chittagong,INV-2025-0764,CUST-0040,monsoon
24/06/2025,PIST-BAJ-100,11,6380,wholesale,dhaka,INV-2025-0765,CUST-0020,monsoon
06/06/2025,PIST-BAJ-150,4,3280,wholesale,rajshahi,INV-2025-0766,CUST-0032,monsoon
11/06/2025,PIST-BAJ-150,1,820,retail,dhaka,INV-2025-0767,CUST-0029,monsoon
15/06/2025,PIST-BAJ-150,7,5740,retail,barishal,INV-2025-0768,CUST-0043,monsoon
19/06/2025,PIST-BAJ-150,7,5740,online,barishal,INV-2025-0769,CUST-0008,monsoon
25/06/2025,PIST-BAJ-150,2,1640,retail,dhaka,INV-2025-0770,CUST-0049,monsoon
12/06/2025,PIST-HERO-100,34,17340,online,rajshahi,INV-2025-0771,CUST-0001,monsoon
19/06/2025,PIST-HERO-100,13,6630,wholesale,rajshahi,INV-2025-0772,CUST-0022,monsoon
11/06/2025,PIST-HONDA-125,7,4480,retail,rajshahi,INV-2025-0773,CUST-0008,monsoon
20/06/2025,PIST-HONDA-125,27,17280,retail,dhaka,INV-2025-0774,CUST-0048,monsoon
06/06/2025,GASK-BAJ-100,6,1440,retail,rajshahi,INV-2025-0775,CUST-0041,monsoon
14/06/2025,GASK-BAJ-100,63,15120,retail,chittagong,INV-2025-0776,CUST-0013,monsoon
20/06/2025,GASK-BAJ-100,1,240,retail,rajshahi,INV-2025-0777,CUST-0046,monsoon
08/06/2025,GASK-UNIV-125,11,3190,retail,mymensingh,INV-2025-0778,CUST-0035,monsoon
10/06/2025,GASK-UNIV-125,9,2610,retail,chittagong,INV-2025-0779,CUST-0008,monsoon
16/06/2025,GASK-UNIV-125,13,3770,retail,rajshahi,INV-2025-0780,CUST-0012,monsoon
23/06/2025,GASK-UNIV-125,7,2030,wholesale,khulna,INV-2025-0781,CUST-0015,monsoon
06/06/2025,CHAIN-428H,5,1750,online,sylhet,INV-2025-0782,CUST-0017,monsoon
11/06/2025,CHAIN-428H,4,1400,retail,dhaka,INV-2025-0783,CUST-0004,monsoon
20/06/2025,CHAIN-428H,3,1050,retail,dhaka,INV-2025-0784,CUST-0047,monsoon
22/06/2025,CHAIN-428H,4,1400,wholesale,dhaka,INV-2025-0785,CUST-0028,monsoon
07/06/2025,CHAIN-420,1,230,wholesale,chittagong,INV-2025-0786,CUST-0031,monsoon
08/06/2025,CHAIN-420,7,1610,retail,dhaka,INV-2025-0787,CUST-0032,monsoon
17/06/2025,CHAIN-420,1,230,online,dhaka,INV-2025-0788,CUST-0013,monsoon
20/06/2025,CHAIN-420,6,1380,retail,dhaka,INV-2025-0789,CUST-0045,monsoon
25/06/2025,CHAIN-420,9,2070,retail,dhaka,INV-2025-0790,CUST-0030,monsoon
06/06/2025,FILT-OIL-100,17,1615,wholesale,mymensingh,INV-2025-0791,CUST-0026,monsoon
08/06/2025,FILT-OIL-100,33,3135,retail,dhaka,INV-2025-0792,CUST-0043,monsoon
14/06/2025,FILT-OIL-100,17,1615,retail,barishal,INV-2025-0793,CUST-0012,monsoon
20/06/2025,FILT-OIL-100,5,475,retail,dhaka,INV-2025-0794,CUST-0031,monsoon
26/06/2025,FILT-OIL-100,28,2660,retail,dhaka,INV-2025-0795,CUST-0002,monsoon
06/06/2025,FILT-OIL-125,13,1430,retail,sylhet,INV-2025-0796,CUST-0028,monsoon
14/06/2025,FILT-OIL-125,42,4620,retail,rangpur,INV-2025-0797,CUST-0043,monsoon
23/06/2025,FILT-OIL-125,24,2640,online,dhaka,INV-2025-0798,CUST-0005,monsoon
06/06/2025,FILT-AIR-100,31,2542,wholesale,sylhet,INV-2025-0799,CUST-0028,monsoon
08/06/2025,FILT-AIR-100,7,574,wholesale,sylhet,INV-2025-0800,CUST-0034,monsoon
15/06/2025,FILT-AIR-100,26,2132,wholesale,dhaka,INV-2025-0801,CUST-0045,monsoon
19/06/2025,FILT-AIR-100,25,2050,retail,khulna,INV-2025-0802,CUST-0031,monsoon
25/06/2025,FILT-AIR-100,11,902,retail,dhaka,INV-2025-0803,CUST-0027,monsoon
07/06/2025,FILT-AIR-125,14,1260,retail,chittagong,INV-2025-0804,CUST-0013,monsoon
12/06/2025,FILT-AIR-125,19,1710,online,barishal,INV-2025-0805,CUST-0041,monsoon
20/06/2025,FILT-AIR-125,19,1710,online,chittagong,INV-2025-0806,CUST-0046,monsoon
24/06/2025,FILT-AIR-125,13,1170,retail,chittagong,INV-2025-0807,CUST-0016,monsoon
05/06/2025,BRKE-PAD-DISC,12,2100,online,sylhet,INV-2025-0808,CUST-0047,monsoon
08/06/2025,BRKE-PAD-DISC,4,700,retail,dhaka,INV-2025-0809,CUST-0050,monsoon
17/06/2025,BRKE-PAD-DISC,12,2100,wholesale,dhaka,INV-2025-0810,CUST-0046,monsoon
21/06/2025,BRKE-PAD-DISC,5,875,wholesale,dhaka,INV-2025-0811,CUST-0004,monsoon
26/06/2025,BRKE-PAD-DISC,2,350,retail,chittagong,INV-2025-0812,CUST-0001,monsoon
07/06/2025,BRKE-PAD-DRUM,8,1080,wholesale,dhaka,INV-2025-0813,CUST-0048,monsoon
09/06/2025,BRKE-PAD-DRUM,12,1620,wholesale,barishal,INV-2025-0814,CUST-0033,monsoon
14/06/2025,BRKE-PAD-DRUM,14,1890,wholesale,dhaka,INV-2025-0815,CUST-0028,monsoon
22/06/2025,BRKE-PAD-DRUM,7,945,online,rajshahi,INV-2025-0816,CUST-0020,monsoon
27/06/2025,BRKE-PAD-DRUM,5,675,retail,dhaka,INV-2025-0817,CUST-0002,monsoon
04/06/2025,TIRE-100-18,1,1100,retail,rangpur,INV-2025-0818,CUST-0013,monsoon
12/06/2025,TIRE-100-18,2,2200,retail,rajshahi,INV-2025-0819,CUST-0011,monsoon
16/06/2025,TIRE-100-18,4,4400,retail,chittagong,INV-2025-0820,CUST-0002,monsoon
20/06/2025,TIRE-100-18,1,1100,online,dhaka,INV-2025-0821,CUST-0036,monsoon
23/06/2025,TIRE-100-18,1,1100,retail,chittagong,INV-2025-0822,CUST-0047,monsoon
11/06/2025,TIRE-100-17,6,5880,wholesale,dhaka,INV-2025-0823,CUST-0003,monsoon
19/06/2025,TIRE-100-17,7,6860,retail,sylhet,INV-2025-0824,CUST-0049,monsoon
11/06/2025,TIRE-125-18,4,5400,retail,barishal,INV-2025-0825,CUST-0007,monsoon
18/06/2025,TIRE-125-18,3,4050,online,chittagong,INV-2025-0826,CUST-0016,monsoon
07/06/2025,BATT-12V7A,6,9000,wholesale,chittagong,INV-2025-0827,CUST-0026,monsoon
13/06/2025,BATT-12V7A,2,3000,wholesale,sylhet,INV-2025-0828,CUST-0006,monsoon
20/06/2025,BATT-12V7A,2,3000,retail,khulna,INV-2025-0829,CUST-0008,monsoon
